CIK,Ticker,Date,Type,Address
0000001750,AIR,1994-01-13 00:00:00,10-Q,edgar/data/1750/0000912057-94-000088.txt
0000001750,AIR,1994-04-14 00:00:00,10-Q,edgar/data/1750/0000912057-94-001350.txt
0000001750,AIR,1994-08-24 00:00:00,10-K,edgar/data/1750/0000912057-94-002818.txt
0000001750,AIR,1994-10-14 00:00:00,10-Q,edgar/data/1750/0000912057-94-003411.txt
0000001750,AIR,1995-01-13 00:00:00,10-Q,edgar/data/1750/0000912057-95-000102.txt
0000001750,AIR,1995-04-14 00:00:00,10-Q,edgar/data/1750/0000912057-95-002467.txt
0000001750,AIR,1995-08-11 00:00:00,10-K,edgar/data/1750/0000912057-95-006316.txt
0000001750,AIR,1995-10-10 00:00:00,10-Q,edgar/data/1750/0000912057-95-008450.txt
0000001750,AIR,1996-01-16 00:00:00,10-Q,edgar/data/1750/0000912057-96-000515.txt
0000001750,AIR,1996-04-10 00:00:00,10-Q,edgar/data/1750/0000912057-96-006227.txt
0000001750,AIR,1996-08-20 00:00:00,10-K405,edgar/data/1750/0000912057-96-018355.txt
0000001750,AIR,1996-10-09 00:00:00,10-Q,edgar/data/1750/0000912057-96-022326.txt
0000001750,AIR,1997-01-13 00:00:00,10-Q,edgar/data/1750/0000912057-97-000784.txt
0000001750,AIR,1997-04-11 00:00:00,10-Q,edgar/data/1750/0000912057-97-012625.txt
0000001750,AIR,1997-08-22 00:00:00,10-K405,edgar/data/1750/0000912057-97-028915.txt
0000001750,AIR,1997-10-08 00:00:00,10-Q,edgar/data/1750/0001047469-97-000088.txt
0000001750,AIR,1998-01-13 00:00:00,10-Q,edgar/data/1750/0001047469-98-000923.txt
0000001750,AIR,1998-04-13 00:00:00,10-Q,edgar/data/1750/0001047469-98-014705.txt
0000001750,AIR,1998-08-20 00:00:00,10-K405,edgar/data/1750/0001047469-98-032283.txt
0000001750,AIR,1998-10-13 00:00:00,10-Q,edgar/data/1750/0001047469-98-037086.txt
0000001750,AIR,1999-01-13 00:00:00,10-Q,edgar/data/1750/0001047469-99-001087.txt
0000001750,AIR,1999-04-14 00:00:00,10-Q,edgar/data/1750/0001047469-99-014791.txt
0000001750,AIR,1999-08-18 00:00:00,10-K405,edgar/data/1750/0001047469-99-032978.txt
0000001750,AIR,1999-10-15 00:00:00,10-Q,edgar/data/1750/0001047469-99-038918.txt
0000001750,AIR,2000-01-14 00:00:00,10-Q,edgar/data/1750/0000912057-00-001274.txt
0000001750,AIR,2000-04-14 00:00:00,10-Q/A,edgar/data/1750/0000912057-00-018130.txt
0000001750,AIR,2000-04-14 00:00:00,10-Q/A,edgar/data/1750/0000912057-00-018134.txt
0000001750,AIR,2000-04-14 00:00:00,10-Q,edgar/data/1750/0000912057-00-018126.txt
0000001750,AIR,2000-08-24 00:00:00,10-K405,edgar/data/1750/0000912057-00-039006.txt
0000001750,AIR,2000-10-13 00:00:00,10-Q,edgar/data/1750/0000912057-00-044710.txt
0000001750,AIR,2001-01-12 00:00:00,10-Q,edgar/data/1750/0000912057-01-001318.txt
0000001750,AIR,2001-04-13 00:00:00,10-Q,edgar/data/1750/0000912057-01-508531.txt
0000001750,AIR,2001-08-27 00:00:00,10-K405,edgar/data/1750/0000912057-01-530303.txt
0000001750,AIR,2001-10-15 00:00:00,10-Q,edgar/data/1750/0000912057-01-535436.txt
0000001750,AIR,2002-01-14 00:00:00,10-Q,edgar/data/1750/0000912057-02-001285.txt
0000001750,AIR,2002-04-15 00:00:00,10-Q,edgar/data/1750/0000912057-02-015108.txt
0000001750,AIR,2002-08-26 00:00:00,10-K,edgar/data/1750/0000912057-02-033450.txt
0000001750,AIR,2002-10-15 00:00:00,10-Q,edgar/data/1750/0000912057-02-038656.txt
0000001750,AIR,2003-01-13 00:00:00,10-Q,edgar/data/1750/0001047469-03-001161.txt
0000001750,AIR,2003-04-14 00:00:00,10-Q,edgar/data/1750/0001104659-03-006403.txt
0000001750,AIR,2003-08-18 00:00:00,10-K,edgar/data/1750/0001047469-03-028005.txt
0000001750,AIR,2003-10-14 00:00:00,10-Q,edgar/data/1750/0001104659-03-022660.txt
0000001750,AIR,2004-01-14 00:00:00,10-Q,edgar/data/1750/0001104659-04-000842.txt
0000001750,AIR,2004-04-08 00:00:00,10-Q,edgar/data/1750/0001104659-04-009743.txt
0000001750,AIR,2004-07-22 00:00:00,10-K,edgar/data/1750/0001047469-04-023905.txt
0000001750,AIR,2004-10-01 00:00:00,10-Q,edgar/data/1750/0001104659-04-029310.txt
0000001750,AIR,2005-01-05 00:00:00,10-Q,edgar/data/1750/0001104659-05-000400.txt
0000001750,AIR,2005-04-06 00:00:00,10-Q,edgar/data/1750/0001104659-05-015316.txt
0000001750,AIR,2005-07-22 00:00:00,10-K,edgar/data/1750/0001104659-05-033688.txt
0000001750,AIR,2005-10-05 00:00:00,10-Q,edgar/data/1750/0001104659-05-047317.txt
0000001750,AIR,2006-01-06 00:00:00,10-Q,edgar/data/1750/0001104659-06-000903.txt
0000001750,AIR,2006-04-06 00:00:00,10-Q,edgar/data/1750/0001104659-06-023083.txt
0000001750,AIR,2006-07-17 00:00:00,10-K,edgar/data/1750/0001104659-06-047248.txt
0000001750,AIR,2006-10-05 00:00:00,10-Q,edgar/data/1750/0001104659-06-065208.txt
0000001750,AIR,2007-01-09 00:00:00,10-Q,edgar/data/1750/0001104659-07-001332.txt
0000001750,AIR,2007-04-04 00:00:00,10-Q,edgar/data/1750/0001104659-07-025864.txt
0000001750,AIR,2007-07-20 00:00:00,10-K,edgar/data/1750/0001104659-07-055173.txt
0000001750,AIR,2007-10-05 00:00:00,10-Q,edgar/data/1750/0001104659-07-073575.txt
0000001750,AIR,2008-01-08 00:00:00,10-Q,edgar/data/1750/0001104659-08-001207.txt
0000001750,AIR,2008-04-04 00:00:00,10-Q,edgar/data/1750/0001104659-08-022594.txt
0000001750,AIR,2008-07-11 00:00:00,10-K,edgar/data/1750/0001047469-08-008126.txt
0000001750,AIR,2008-09-23 00:00:00,10-Q,edgar/data/1750/0001104659-08-059917.txt
0000001750,AIR,2008-12-23 00:00:00,10-Q,edgar/data/1750/0001104659-08-078162.txt
0000001750,AIR,2009-03-23 00:00:00,10-Q,edgar/data/1750/0001104659-09-019311.txt
0000001750,AIR,2009-07-16 00:00:00,10-K,edgar/data/1750/0001047469-09-006783.txt
0000001750,AIR,2009-09-25 00:00:00,10-Q,edgar/data/1750/0001104659-09-056338.txt
0000001750,AIR,2009-12-21 00:00:00,10-Q,edgar/data/1750/0001104659-09-070783.txt
0000001750,AIR,2010-03-19 00:00:00,10-Q,edgar/data/1750/0001104659-10-015424.txt
0000001750,AIR,2010-07-16 00:00:00,10-K,edgar/data/1750/0001047469-10-006500.txt
0000001750,AIR,2010-09-23 00:00:00,10-Q,edgar/data/1750/0001104659-10-049632.txt
0000001750,AIR,2010-12-21 00:00:00,10-Q,edgar/data/1750/0001104659-10-063683.txt
0000001750,AIR,2011-03-22 00:00:00,10-Q,edgar/data/1750/0001104659-11-015691.txt
0000001750,AIR,2011-07-13 00:00:00,10-K,edgar/data/1750/0001047469-11-006302.txt
0000001750,AIR,2011-09-23 00:00:00,10-Q,edgar/data/1750/0001104659-11-053058.txt
0000001750,AIR,2011-12-22 00:00:00,10-Q,edgar/data/1750/0001104659-11-070822.txt
0000001750,AIR,2012-03-26 00:00:00,10-Q,edgar/data/1750/0001104659-12-020988.txt
0000001750,AIR,2012-07-19 00:00:00,10-K,edgar/data/1750/0001047469-12-007300.txt
0000001750,AIR,2012-09-25 00:00:00,10-Q,edgar/data/1750/0001104659-12-065381.txt
0000001750,AIR,2012-12-21 00:00:00,10-Q,edgar/data/1750/0001104659-12-085900.txt
0000001750,AIR,2013-03-22 00:00:00,10-Q,edgar/data/1750/0001104659-13-023743.txt
